state,county,location_name,location_type,address_1,address_2,city,state_2,zip,phone,email,notes
Michigan,Oceana County,Hart City,Municipal Office,407 State St,,Hart,MI,49420,(231) 873-2488,crabe@ci.hart.mi.us,Cheryl Rabe
Michigan,Oceana County,Hart Township,Municipal Office,3437 W. Polk Rd.,,Hart,MI,49420,(231) 873-2734,clerk.harttownship@gmail.com,Tim Tariske
Michigan,Oceana County,Leavitt Township,Municipal Office,154 N. Bogue Street,,Walkerville,MI,49459,(231) 329-5490,clerk@leavitttownship.org,Naomi Oomen
Michigan,Oceana County,Newfield Township,Municipal Office,3890 198th,,Hesperia,MI,49421-0564,(231) 854-1432,clerk@newfieldtownship.org,Nancy L Conley
Michigan,Oceana County,Otto Township,Municipal Office,4262 E. Arthur Rd.,,Hesperia,MI,49421,(231) 861-5342,patricia.budde@gmail.com,Patricia Budde
Michigan,Oceana County,Pentwater Township,Municipal Office,327 S Hancock Street,,Pentwater,MI,49449,(231) 869-6231,clerk@pentwatertwp.org,Sue Ann Johnson
Michigan,Oceana County,Shelby Township,Municipal Office,204 N Michigan Avenue,,Shelby,MI,49455,(231) 861-5853,shelbytownshipoceana@gmail.com,Marilyn Glover
Michigan,Oceana County,Weare Township,Municipal Office,6295 N 88th Ave,,Hart,MI,49420,(231) 873-7771,angela.aerts@yahoo.com,Angela Aerts
Michigan,Ogemaw County,Churchill Township,Municipal Office,2211 Rifle River Trail,,West Branch,MI,48661,(989) 345-5579,lynnkavalunas@yahoo.com,Lynn Kavalunas
Michigan,Ogemaw County,Cumming Township,Municipal Office,439 N Morrison Rd,,West Branch,MI,48661,(989) 225-1971,cummingtwp@m33access.com,Janice Fritz
Michigan,Ogemaw County,Edwards Township,Municipal Office,4865 Rau Rd,,West Branch,MI,48661,(989) 965-2548,edwardstwpclerk@gmail.com,Yvonne Mahl
Michigan,Ogemaw County,Foster Township,Municipal Office,2782 Horseshoe Lake Rd,,West Branch,MI,48661,(989) 345-5519,clerk@fostertownship.com,Karen McIntyre
Michigan,Ogemaw County,Goodar Township,Municipal Office,5389 Duggan Dr.,4471 County Line Rd.,Lupton,MI,48635,(989) 257-3455,goodartwpclerk@gmail.com,Larryx Xmcnenly
Michigan,Ogemaw County,Hill Township,Municipal Office,3662 Forest Dr,,Lupton,MI,48635,(989) 473-2325,clerkhill@ymail.com,Carol Gillman
Michigan,Ogemaw County,Horton Township,Municipal Office,2120 Rau Road,PO Box 68,West Branch,MI,48661,(989) 345-0519,zettelw@yahoo.com,Wanda Zettel
Michigan,Ogemaw County,Klacking Township,Municipal Office,1829 W Scribner Rd,,West Branch,MI,48661,(989) 685-9093,ellenrush4@gmail.com,Ellen Rush
Michigan,Ogemaw County,Logan Township,Municipal Office,966 Schagel,,Prescott,MI,48756,(989) 873-5498,gouintm@yahoo.com,Tonya Schagel
Michigan,Ogemaw County,Mills Township,Municipal Office,2441 Greenwood Road,,Prescott,MI,48756,(989) 873-4411,millsclerk@yahoo.com,April Schils
Michigan,Ogemaw County,Ogemaw Township,Municipal Office,4372 W M76,,West Branch,MI,48661,(989) 345-8732,clerkogtwp@gmail.com,Tracy Turner
Michigan,Ogemaw County,Richland Township,Municipal Office,4210 Hardwood Heights Rd,,Prescott,MI,48756,(989) 873-4969,dawnjohnson88@yahoo.com,Dawn  A Johnson
Michigan,Ogemaw County,Rose City City,Municipal Office,301 W Main St,,Rose City,MI,48654,(989) 685-2103,rosecityhall279@gmail.com,Cindy Rosebrugh
Michigan,Ogemaw County,Rose Township,Municipal Office,1111 E Heath Rd,,Rose City,MI,48654,(989) 685-3352,rosetownshipclerk@yahoo.com,Kelli Collins
Michigan,Ogemaw County,West Branch City,Municipal Office,121 N. Fourth St,,West Branch,MI,48661,(989) 345-0500,clerktreasurer@westbranch.com,John Dantzer
Michigan,Ogemaw County,West Branch Township,Municipal Office,1705 S Fairview,,West Branch,MI,48661,(989) 345-5450,wbtclerk@gmail.com,Ryan Veeder
Michigan,Ontonagon County,Bergland Township,Municipal Office,101 Pine St,PO Box 326,Bergland,MI,49910,(906) 575-3522,clerkberglandtownship@yahoo.com,Michele Hillier
Michigan,Ontonagon County,Bohemia Township,Municipal Office,572 Rousseau Rd,,Mass City,MI,49948-9738,(906) 883-3466,donnakaurala@yahoo.com,Elsie Sulkanen
Michigan,Ontonagon County,Carp Lake Township,Municipal Office,17 Main Street,PO Box 397,White Pine,MI,49971-9999,(906) 885-5884,njreath@carplaketwp.com,Nancy Reath
Michigan,Ontonagon County,Greenland Township,Municipal Office,1502 Mass Avenue,,Mass City,MI,49948,(906) 883-3644,greenlandtownship@jamadots.com,Corrie Kaarto
Michigan,Ontonagon County,Haight Township,Municipal Office,12077 Haight Rd,,Trout Creek,MI,49967,(906) 827-3143,sraho33@gmail.com,Steve Aho
Michigan,Ontonagon County,Interior Township,Municipal Office,140 Division St,PO Box 8,Trout Creek,MI,49967,(906) 852-3415,interiortownship@yahoo.com,Mariann Besonen
Michigan,Ontonagon County,Matchwood Township,Municipal Office,17616 Applekamp Road,,Ewen,MI,49925,(906) 235-9398,matchwoodtownship@gmail.com,Gerald Kitzman
Michigan,Ontonagon County,McMillan Township,Municipal Office,200 S. Cedar Street,PO Box 267,Ewen,MI,49925,(906) 988-2240,mcmillantwp@jamadots.com,Bobbie Koski
Michigan,Ontonagon County,Ontonagon Township,Municipal Office,311 N Steel St,,Ontonagon,MI,49953-1398,(906) 884-2415,ontotown@jamadots.com,William Chabot
Michigan,Ontonagon County,Rockland Township,Municipal Office,National Ave,PO Box 247,Rockland,MI,49960,(906) 886-2996,pskilloran@jamadots.com,Peggy Killoran
Michigan,Ontonagon County,Stannard Township,Municipal Office,14927 State Highway M 28,PO Box 216,Bruce Crossing,MI,49912,(906) 827-3778,clerk@stannardtwp.com,Karen Mayle
Michigan,Osceola County,Burdell Township,Municipal Office,310 S. Neilson Street,PO Box 144,Tustin,MI,49688,(231) 829-4049,burdelltwp2@yahoo.com,Richard Dunlap
Michigan,Osceola County,Cedar Township,Municipal Office,8532 170th Ave,,Reed City,MI,49677,(231) 832-4929,apsey4929@aol.com,Shirley Apsey
Michigan,Osceola County,Evart City,Municipal Office,200 S Main St,,Evart,MI,49631,(231) 250-1432,cityclerk@evart.org,Kathy Fiebig
Michigan,Osceola County,Evart Township,Municipal Office,8745 Hersey Road,,Evart,MI,49631,(231) 679-4470,dcusterevarttwpclerk@gmail.com,Denise Custer
Michigan,Osceola County,Hartwick Township,Municipal Office,9173 15 Mile Road,,Evart,MI,49631,(231) 791-5027,shelleymuczynski@yahoo.com,Shelley Muczynski
Michigan,Osceola County,Hersey Township,Municipal Office,222 W. Birch St.,PO Box 46,Hersey,MI,49639,(231) 872-5173,herseytwpclk@yahoo.com,Tracey Cochran
Michigan,Osceola County,Highland Township,Municipal Office,9471 23 Mile Road,,Marion,MI,49665,(231) 388-0321,highlandtownshipclerk@gmail.com,Larissa Avery
Michigan,Osceola County,Le Roy Township,Municipal Office,19731 Leroy Rd,,Leroy,MI,49655,(231) 912-1522,staciedv13@gmail.com,Stacie Dvonch
Michigan,Osceola County,Lincoln Township,Municipal Office,19700 11 Mile Rd,,Leroy,MI,49655,(231) 388-4974,lincolntownshipclerk@gmail.com,Sherry Blackrick
Michigan,Osceola County,Marion Township,Municipal Office,315 N Carland St,PO Box 573,Marion,MI,49665,(231) 388-0874,mariontwp@yahoo.com,Connie Zuiderveen
Michigan,Osceola County,Middle Branch Township,Municipal Office,16692 20th Avenue,,Marion,MI,49665,(231) 631-9970,hoard@netonecom.net,Peggy  Hoard
Michigan,Osceola County,Orient Township,Municipal Office,5703 30th Ave,,Sears,MI,49679,(231) 250-3649,matiedt@hotmail.com,Matthew Tiedt
Michigan,Osceola County,Osceola Township,Municipal Office,7763 Lynn Avenue,,Evart,MI,49631,(231) 515-2016,clerkosceola@gmail.com,Jenny Rounds
Michigan,Osceola County,Reed City City,Municipal Office,227 E Lincoln,,Reed City,MI,49677,(231) 832-2245,beamj@reedcityhall.org,Jacalyn Beam
Michigan,Osceola County,Richmond Township,Municipal Office,3371 220th Ave,,Reed City,MI,49677,(231) 832-2880,lindastieg@yahoo.com,Linda Stieg
Michigan,Osceola County,Rose Lake Township,Municipal Office,15365 16 Mile Road,,Leroy,MI,49655,(231) 768-4441,roselaketwp@hotmail.com,Kevin Draper
Michigan,Osceola County,Sherman Township,Municipal Office,14929 21 Mile Rd (hall Address),14625 20 Mile Rd (mailing Address),Tustin,MI,49688,(231) 829-3611,osceolaco.shermantwp.clerk@gmail.com,Bethany Bolduc
Michigan,Osceola County,Sylvan Township,Municipal Office,5595 Sylvan Road,,Evart,MI,49631,(231) 645-9016,tpritchard32@yahoo.com,Terry Pritchard
Michigan,Oscoda County,Big Creek Township,Municipal Office,1175 W Ryno Road,,Luzerne,MI,48636,(989) 826-5992,bigcreekclerk@gmail.com,Rhonda Mundt
Michigan,Oscoda County,Clinton Township,Municipal Office,3583 North Abbe Road,PO Box 168,Comins,MI,48619,(989) 390-5511,sherisanderson@m33access.com,Sheri Sanderson
Michigan,Oscoda County,Comins Township,Municipal Office,2090 E. Miller Rd.,PO Box 190,Fairview,MI,48621,(989) 848-5811,clerk@cominstwp.com,Kelly Wangbichler
Michigan,Oscoda County,Elmer Township,Municipal Office,1263 W Kittle Rd,,Mio,MI,48647,(989) 826-3451,elmertownshipclerk@yahoo.com,Jeanie Smith
Michigan,Oscoda County,Greenwood Township,Municipal Office,4030 Williams Road,,Lewiston,MI,49756,(989) 786-7872,clerk@greenwoodtwp.com,Suzanne Scott
Michigan,Oscoda County,Mentor Township,Municipal Office,216 E. 10th Street,PO Box 730,Mio,MI,48647,(989) 826-5414,tomg@m33access.com,Thomas Galbraith
Michigan,Otsego County,Bagley Township,Municipal Office,1706 Krys Road,,Gaylord,MI,49735,(989) 350-3957,bagclk@yahoo.com,Jim Szymanski
Michigan,Otsego County,Charlton Township,Municipal Office,10900 M32 East,PO Box 367,Johannesburg,MI,49751,(989) 731-1920,charltonclerk@gmail.com,George Pewinski
Michigan,Otsego County,Chester Township,Municipal Office,7259 M-32 East,,Johannesburg,MI,49751,(989) 731-5526,chestertwpclerk@frontier.com,Melissa Szymanski
Michigan,Otsego County,Corwith Township,Municipal Office,8170 Mill St,,Vanderbilt,MI,49795,(989) 983-2865,dawhitman@hotmail.com,Debbie Whitman
Michigan,Otsego County,Dover Township,Municipal Office,1189 Whitehouse Trl,,Gaylord,MI,49735,(989) 732-1223,jckwapis@hotmail.com,Janet Kwapis
Michigan,Otsego County,Elmira Township,Municipal Office,7252 Alba Rd,,Gaylord,MI,49735,(989) 732-2920,clerk@elmiratownship.com,Susan Schaedig
Michigan,Otsego County,Gaylord City,Municipal Office,305 E Main Street,,Gaylord,MI,49735,(989) 732-4060,clerk@cityofgaylord.org,Kim Awrey
Michigan,Otsego County,Hayes Township,Municipal Office,6724 Hayes Tower Rd,,Gaylord,MI,49735,(989) 732-9576,rross.hayestwp@gmail.com,Richard Ross
Michigan,Otsego County,Livingston Township,Municipal Office,862 Butcher Dr,,Gaylord,MI,49735,(989) 390-0791,livingstontwp@gmail.com,Elizabeth Mench
Michigan,Otsego County,Otsego Lake Township,Municipal Office,10584 Old Us Highway 27 S,PO Box 99,Waters,MI,49797,(989) 732-6929,clerk@otsegolaketownship.org,Margaret Black
Michigan,Ottawa County,Allendale Township,Municipal Office,6676 Lake Michigan Dr,PO Box 539,Allendale,MI,49401,(616) 892-3111,clerk@allendale-twp.org,Laurie Richards
Michigan,Ottawa County,Blendon Township,Municipal Office,7161 72nd Ave,,Hudsonville,MI,49426,(616) 875-7707,clerk@blendontownship-mi.gov,Robin Overway
Michigan,Ottawa County,Chester Township,Municipal Office,3509 Sehler St.,PO Box 115,Conklin,MI,49403,(616) 899-5544,clerk@chester-twp.org,Helen Dietrich
Michigan,Ottawa County,Coopersville City,Municipal Office,289 Danforth St,,Coopersville,MI,49404,(616) 997-9731,clerkselection@cityofcoopersville.com,Kimberly Borgman
Michigan,Ottawa County,Crockery Township,Municipal Office,17431 112th Ave,,Nunica,MI,49448,(616) 837-6868,della@crockerymi.org,Kathy Buchanan
Michigan,Ottawa County,Ferrysburg City,Municipal Office,17290 Roosevelt Road,PO Box 38,Ferrysburg,MI,49409,(616) 842-5803,dwierenga@ferrysburg.org,Debbie Wierenga
Michigan,Ottawa County,Georgetown Township,Municipal Office,1515 Baldwin St,PO Box 769,Jenison,MI,49429,(616) 457-2340,contact@georgetown-mi.gov,Richard Vander Klok
Michigan,Ottawa County,Grand Haven City,Municipal Office,519 Washington Avenue,,Grand Haven,MI,49417,(616) 847-4886,lbrowand@grandhaven.org,Linda L Browand
Michigan,Ottawa County,Grand Haven Township,Municipal Office,13300 168th Ave,,Grand Haven,MI,49417,(616) 604-6305,boe@ght.org,Laurie Larsen
Michigan,Ottawa County,Holland City,Municipal Office,270 S. River Ave,,Holland,MI,49423,(616) 355-1301,k.grimm@cityofholland.com,Kathy Grimm
Michigan,Ottawa County,Holland Township,Municipal Office,353 N 120th Avenue,,Holland,MI,49424,(616) 396-2345,miked@hct.holland.mi.us,Michael Dalman
Michigan,Ottawa County,Hudsonville City,Municipal Office,3275 Central Blvd,,Hudsonville,MI,49426,(616) 669-0200,dvanslyke@hudsonville.org,Diana Vanslyke
Michigan,Ottawa County,Jamestown Township,Municipal Office,2380 Riley St,,Hudsonville,MI,49426,(616) 896-8376,cdehaan@twp.jamestown.mi.us,Candy Dehaan
Michigan,Ottawa County,Olive Township,Municipal Office,6480 136th Ave,,Holland,MI,49424,(616) 786-9996,lona@olivetownship.com,Lona Bronkema
Michigan,Ottawa County,Park Township,Municipal Office,52 152nd Ave,,Holland,MI,49424,(616) 399-4520,ddykens@parktownship.org,Skip Keeter
Michigan,Ottawa County,Polkton Township,Municipal Office,6900 Arthur St,,Coopersville,MI,49404,(616) 837-6876,clerk@polktontownship.com,Connie Langeland
Michigan,Ottawa County,Port Sheldon Township,Municipal Office,16201 Port Sheldon St,,West Olive,MI,49460,(616) 399-6121,teresa@portsheldontwp.org,Teresa De Graaf
Michigan,Ottawa County,Robinson Township,Municipal Office,12010 120th Ave,,Grand Haven,MI,49417,(616) 846-2210,deputyclerk@robinson-twp.org,Christine Saddler
Michigan,Ottawa County,Spring Lake Township,Municipal Office,101 South Buchanan Street,,Spring Lake,MI,49456,(616) 844-2101,cboersma@springlaketwp.org,Carolyn Boersma
Michigan,Ottawa County,Tallmadge Township,Municipal Office,O1451 Leonard Street Nw,,Grand Rapids,MI,49534,(616) 677-1248,lcook@tallmadge.com,Lenore Cook
Michigan,Ottawa County,Wright Township,Municipal Office,1565 Jackson,PO Box 255,Marne,MI,49435,(616) 677-3048,clerk@ocwrighttwp.org,Maureen Carmody
Michigan,Ottawa County,Zeeland City,Municipal Office,21 S Elm,,Zeeland,MI,49464,(616) 772-6400,clerk@cityofzeeland.com,Pamela Holmes
Michigan,Ottawa County,Zeeland Township,Municipal Office,6582 Byron Rd,,Zeeland,MI,49464,(616) 772-6701,kate.kraak@zeelandtwp.org,Kate Kraak
Michigan,Presque Isle County,Allis Township,Municipal Office,5349 Glasier Road,PO Box 609,Onaway,MI,49765,(989) 306-2952,allistwpclerk@gmail.com,Teresa Splan
Michigan,Presque Isle County,Bearinger Township,Municipal Office,16122 Guyana Lane,Lane #44,Millersburg,MI,49759,(989) 938-6258,bevjohn@alphacomm.net,Beverly Rossetto
Michigan,Presque Isle County,Belknap Township,Municipal Office,3503 Petersville Road,,Rogers City,MI,49779,(989) 884-1634,clerk@belknaptownship.org,Danielle Wirgau
Michigan,Presque Isle County,Bismarck Township,Municipal Office,7567 Schleben Rd,,Hawks,MI,49743,(989) 734-2625,bismarcktownshipclerk@i2k.com,Shelby J. Schwiesow
Michigan,Presque Isle County,Case Township,Municipal Office,5561 Main St Suite 5,,Millersburg,MI,49759,(989) 733-4101,casetownship@gmail.com,Diane Lewis
Michigan,Presque Isle County,Krakow Township,Municipal Office,12470 North Grand Lake Hwy,,Posen,MI,49776,(989) 766-8804,clerk@krakowtownship.org,Elaine M. Misiak
Michigan,Presque Isle County,Metz Township,Municipal Office,2345 E Metz Hwy,,Posen,MI,49776,(989) 766-8087,nkandow@yahoo.com,Nancy Kandow
Michigan,Presque Isle County,Moltke Township,Municipal Office,8010 M-68 Hwy,,Rogers City,MI,49779,(989) 734-3904,moltkeclerk@yahoo.com,Edie Kerr
Michigan,Presque Isle County,North Allis Township,Municipal Office,1940 M 211 Rd,PO Box 306,Onaway,MI,49765,(989) 614-7332,natclerk@hotmail.com,Roberta (bobbi) Northcott
Michigan,Presque Isle County,Ocqueoc Township,Municipal Office,1032 S. Ocqueoc Road,,Millersburg,MI,49759,(989) 306-7190,hpschae@hotmail.com,Pamela S. Schaedig
Michigan,Presque Isle County,Onaway City,Municipal Office,20774 State St,PO Box 761,Onaway,MI,49765,(989) 733-8313,onawayclerk@src-milp.com,Crystal  Veal
Michigan,Presque Isle County,Posen Township,Municipal Office,11188 Michigan Ave,,Posen,MI,49776,(989) 255-8617,posentwpclerk@gmail.com,Elizabeth Wozniak
Michigan,Presque Isle County,Presque Isle Township,Municipal Office,12653 E Grand Lake Rd,,Presque Isle,MI,49777,(989) 595-3230,clerk@presqueisletwp.org,Cynthia Paavola
Michigan,Presque Isle County,Pulawski Township,Municipal Office,6618 E. Metz Hwy,,Posen,MI,49776,(989) 370-2528,pulawskitwp@gmail.com,Rebecca Strzelecki
Michigan,Presque Isle County,Rogers City City,Municipal Office,193 E Michigan Ave,,Rogers City,MI,49779,(989) 734-2191,tkoss@rogerscity.com,Terri L Koss
Michigan,Presque Isle County,Rogers Township,Municipal Office,2290 Co. Rd. 451,,Rogers City,MI,49779,(989) 734-4240,rogerstwp69240@gmail.com,Donna M. Hopp
Michigan,Roscommon County,Au Sable Township,Municipal Office,276 E Skyline Drive,,Roscommon,MI,48653,(989) 390-5198,ausabletownshipclerk@gmail.com,Cat Meadows
Michigan,Roscommon County,Backus Township,Municipal Office,2360 S Maple Valley Road,,St. Helen,MI,48656,(989) 389-7578,backusclerk48656@yahoo.com,Louise Nagy
Michigan,Roscommon County,Denton Township,Municipal Office,2565 S Gladwin Rd,PO Box 289,Prudenville,MI,48651,(989) 366-5913,clerk@dentontownship-mi.org,Carol Asher
Michigan,Roscommon County,Gerrish Township,Municipal Office,2997 E Higgins Lake Dr,,Roscommon,MI,48653,(989) 821-9313,clerk@gerrishtownship.org,Kathleen Patchin
Michigan,Roscommon County,Higgins Township,Municipal Office,700 S Fifth St,PO Box 576,Roscommon,MI,48653,(989) 275-8112,clerk@higginstownship.com,Maggie Borgula
Michigan,Roscommon County,Lake Township,Municipal Office,11254 E Houghton Lake Drive,,Houghton Lake,MI,48629,(989) 202-4684,laketownshipclerk@gmail.com,Tonya Clare
Michigan,Roscommon County,Lyon Township,Municipal Office,7851 W. Higgins Lake Drive,PO Box 48,Higgins Lake,MI,48627,(989) 821-9694,clerk@lyontownship.org,Douglas Schnell
Michigan,Roscommon County,Markey Township,Municipal Office,4974 E Houghton Lake Dr,,Houghton Lake,MI,48629,(989) 366-9614,clerk@markeytownship.org,Sheryl Tussey
Michigan,Roscommon County,Nester Township,Municipal Office,12790 Nolan Rd,,Gladwin,MI,48624,(989) 426-5459,cjcorlew@hotmail.com,Carolyn Corlew
Michigan,Roscommon County,Richfield Township,Municipal Office,1410 N Saint Helen Road,PO Box 128,Saint Helen,MI,48656,(989) 389-4994,clerk@richfieldtownship.com,Pamela Scott
Michigan,Roscommon County,Roscommon Township,Municipal Office,8555 Knapp Rd.,PO Box 610,Houghton Lake,MI,48629,(989) 422-4116,clerk@roscommontownship.com,Carie A Milburn
Michigan,Saginaw County,Albee Township,Municipal Office,10639 Bishop Rd,,St Charles,MI,48655,(989) 770-4153,tgrackman@aol.com,Thomas Gasser
Michigan,Saginaw County,Birch Run Township,Municipal Office,8425 Main St.,PO Box 152,Birch Run,MI,48415,(989) 624-9773,clerk@birchruntwp.com,Corey Trinklein
Michigan,Saginaw County,Blumfield Township,Municipal Office,1175 W Vassar Rd,,Reese,MI,48757,(989) 868-9512,blumclerk@speednetllc.com,Lisa Roethlisberger
Michigan,Saginaw County,Brady Township,Municipal Office,16020 W Peet Rd,,Oakley,MI,48649,(989) 845-2711,bradyclerk@centurytel.net,Beverly Wenzlick
Michigan,Saginaw County,Brant Township,Municipal Office,11012 S. Hemlock Rd.,PO Box 155,St. Charles,MI,48655,(989) 323-7139,schroeder_tk@yahoo.com,Theresa Morris
Michigan,Saginaw County,Bridgeport Township,Municipal Office,6740 Dixie Hwy.,,Bridgeport,MI,48722,(989) 777-0940,lcarpenter@bridgeportmi.org,Lee Carpenter
Michigan,Saginaw County,Buena Vista Charter Township,Municipal Office,1160 S. Outer Dr.,,Saginaw,MI,48601,(989) 754-6536,deputyclerk@bvct.org,Barbara Campbell
Michigan,Saginaw County,Carrollton Township,Municipal Office,1645 Mapleridge,,Saginaw,MI,48604,(989) 754-4611,tmejia@carrolltontwp.com,Jerry Fritz
Michigan,Saginaw County,Chapin Township,Municipal Office,20400 W Cupp Road,,Elsie,MI,48831,(989) 661-2215,cagross06@gmail.com,Franklin Gross
Michigan,Saginaw County,Chesaning Township,Municipal Office,1025 W. Brady,,Chesaning,MI,48616,(989) 845-2341,clerk@chesaningtwp.org,Frances Kukulis
Michigan,Saginaw County,Frankenmuth City,Municipal Office,240 W. Genesee St,,Frankenmuth,MI,48734-1398,(989) 652-9901,pkerns@frankenmuthcity.com,Phillip Kerns
Michigan,Saginaw County,Frankenmuth Township,Municipal Office,"240 W Genesse St, 2nd Floor",,Frankenmuth,MI,48734,(989) 652-6741,clerk@frankenmuthtwp.com,Luci Valone
Michigan,Saginaw County,Fremont Township,Municipal Office,6755 S. Hemlock Rd.,,Saint Charles,MI,48655,(269) 547-0224,fremont.saginaw.clerk@gmail.com,Ernest Delemeester Jr
Michigan,Saginaw County,James Township,Municipal Office,6060 Swan Creek  Road,,Saginaw,MI,48609,(989) 781-1353,jimgray@jamestwp.org,Jim Gray
Michigan,Saginaw County,Jonesfield Township,Municipal Office,217 Eddy St.,PO Box 117,Merrill,MI,48637-9740,(989) 643-7707,clerk@jonesfield.com,Marcia Stanley
Michigan,Saginaw County,Kochville Township,Municipal Office,5851 Mackinaw Road,,Saginaw,MI,48604,(989) 792-7596,clerk@kochvilletwp.com,Kevin Machata
Michigan,Saginaw County,Lakefield Township,Municipal Office,5225 S. Fenmore,PO Box 397,Merrill,MI,48637,(989) 272-3327,traceyslodowski@aol.com,Tracey Slodowski
Michigan,Saginaw County,Maple Grove Township,Municipal Office,17010 Lincoln Rd,,New Lothrop,MI,48460,(989) 845-6155,mgtownship@yahoo.com,Yaros Tish
Michigan,Saginaw County,Marion Township,Municipal Office,11895 S Merrill Rd,,Brant,MI,48614,(989) 436-3757,sgoschka@yahoo.com,Seth Goschka
Michigan,Saginaw County,Richland Township,Municipal Office,1180 North Hemlock Road,,Hemlock,MI,48626,(989) 239-0293,the3rdr@aol.com,Renee R Herhold
Michigan,Saginaw County,Saginaw City,Municipal Office,1315 S Washington Avenue,Room 102,Saginaw,MI,48601,(989) 759-1480,clerk@saginaw-mi.com,Janet Santos
Michigan,Saginaw County,Saginaw Township,Municipal Office,4980 Shattuck Rd,PO Box 6400,Saginaw,MI,48603,(989) 791-9830,lvondette@saginawtownship.net,Shirley M. Wazny
Michigan,Saginaw County,Spaulding Township,Municipal Office,5025 East Rd,,Saginaw,MI,48601,(989) 777-0950,clerk@spauldingtwp.com,Mark Seamon
Michigan,Saginaw County,St Charles Township,Municipal Office,1003 N Saginaw St,,St Charles,MI,48655,(989) 865-9010,rdsmith402@gmail.com,Regina Smith
Michigan,Saginaw County,Swan Creek Township,Municipal Office,11415 Lakefield Rd,,St Charles,MI,48655,(989) 865-6251,tim@swancreektwp.com,Timothy M Krzeszewski
Michigan,Saginaw County,Taymouth Township,Municipal Office,4343 E Birch Run Rd,,Birch Run,MI,48415,(989) 624-4159,taymouthclerk@yahoo.com,Gail Basner
Michigan,Saginaw County,Thomas Township,Municipal Office,249 N Miller Road,,Saginaw,MI,48609,(989) 781-0150,clerk@thomastwp.org,Edward Brosofski
Michigan,Saginaw County,Tittabawassee Township,Municipal Office,145 S 2nd St,PO Box 158,Freeland,MI,48623,(989) 695-9512,bfederspiel@tittabawassee.org,Robert Ducharme
Michigan,Saginaw County,Zilwaukee City,Municipal Office,319 Tittabawassee,,Saginaw,MI,48604,(989) 755-0931,dick4571@charter.net,Richard Delong
Michigan,Saginaw County,Zilwaukee Township,Municipal Office,7600 Melbourne Rd,,Saginaw,MI,48604,(989) 753-6036,patbradt@aol.com,Patricia Bradt
Michigan,Sanilac County,Argyle Township,Municipal Office,4695 Sheldon Road,,Snover,MI,48472,(810) 672-9370,argyletownship@hotmail.com,Edward J. Pfaff
Michigan,Sanilac County,Austin Township,Municipal Office,1991 East Cass City Road,,Ubly,MI,48475,(989) 658-8828,catfranzel@gmail.com,Carrie Franzel
Michigan,Sanilac County,Bridgehampton Township,Municipal Office,PO Box 83,,Carsonville,MI,48419,(810) 657-9280,smccartytwpbiz@yahoo.com,Shelly McCarty
Michigan,Sanilac County,Brown City City,Municipal Office,4205 S Main St,PO Box 99,Brown City,MI,48416,(810) 346-2325,juanmsmith@frontier.com,Juanita Smith
Michigan,Sanilac County,Buel Township,Municipal Office,2565 Hall Rd.,PO Box 313,Croswell,MI,48422,(810) 679-2092,buelclerk@gmail.com,Lisa Wood
Michigan,Sanilac County,Croswell City,Municipal Office,100 N Howard Ave,,Croswell,MI,48422,(810) 679-2299,sdobson@croswell.us,Suzanne Dobson
Michigan,Sanilac County,Custer Township,Municipal Office,1520 Forester Rd.,,Deckerville,MI,48427,(810) 705-9502,custer.township.clerk@gmail.com,Robert Kirkpatrick
Michigan,Sanilac County,Delaware Township,Municipal Office,7979 Maple Grove,,Minden City,MI,48456,(989) 551-1429,delawaretwp@gmail.com,Michael Erdman
Michigan,Sanilac County,Elk Township,Municipal Office,105 E Griffin Rd,,Peck,MI,48466,(810) 378-5354,wandagrifka@elktwpmi.net,Wanda Grifka
Michigan,Sanilac County,Elmer Township,Municipal Office,2299 W Sanilac,,Sandusky,MI,48471,(810) 648-9903,lisa.mschmidt@yahoo.com,Lisa Schmidt
Michigan,Sanilac County,Evergreen Township,Municipal Office,5514 Shabbona Rd,,Decker,MI,48426,(989) 670-4079,evergreenclerk@gmail.com,Randy Severance
Michigan,Sanilac County,Flynn Township,Municipal Office,4295 Bailey Road,,Marlette,MI,48453,(810) 683-4600,kwilson@flynntownship.org,Katherine Wilson
Michigan,Sanilac County,Forester Township,Municipal Office,5680 E Deckerville Road,,Deckerville,MI,48427,(810) 376-4393,forestertwp@hotmail.com,Marjorie J. Hoenicke
Michigan,Sanilac County,Fremont Township,Municipal Office,7615 Brown Road,,Croswell,MI,48422,(810) 304-5653,reta@gardnermowing.com,Reta Gardner
Michigan,Sanilac County,Greenleaf Township,Municipal Office,6435 Bay City Forestville Road,PO Box 135,Cass City,MI,48726,(989) 670-1401,greenleaftownshipboard@gmail.com,Judy Keller
Michigan,Sanilac County,Lamotte Township,Municipal Office,185 Arnold Rd,,Snover,MI,48472,(810) 672-9479,lamottetwpclerk@gmail.com,Kysha Warczinsky
Michigan,Sanilac County,Lexington Township,Municipal Office,7227 Huron Ave,Suite 200,Lexington,MI,48450,(810) 359-5500,clerk@lexingtontownship.org,Doriann Rice
Michigan,Sanilac County,Maple Valley Township,Municipal Office,6810 Mowerson,,Brown City,MI,48416,(810) 346-3083,maplevalley76tw@yahoo.com,Janice Bartle
